pipeline_event_id,candidate_id,req_id,source_channel,stage_reached,stage_entry_timestamp,recruiter_id
51b16005,CAND_100597,REQ_2042,Tesla Careers Site,Applied,2025-02-26 00:00:00,REC_104
3ec76341,CAND_100598,REQ_2039,Tesla Careers Site,Applied,2025-04-30 00:00:00,REC_102
f52760d1,CAND_100598,REQ_2039,Tesla Careers Site,Phone Screen,2025-05-09 00:00:00,REC_102
27c010ac,CAND_100598,REQ_2039,Tesla Careers Site,Technical Interview,2025-05-24 00:00:00,REC_102
35e8f037,CAND_100598,REQ_2039,Tesla Careers Site,Offer Issued,2025-06-05 00:00:00,REC_102
f243a28b,CAND_100599,REQ_2049,Employee Referral,Applied,2025-02-28 00:00:00,REC_104
5373076c,CAND_100600,REQ_2015,LinkedIn,Applied,2025-01-20 00:00:00,REC_103
720baab3,CAND_100600,REQ_2015,LinkedIn,Phone Screen,2025-02-02 00:00:00,REC_103
661b7539,CAND_100600,REQ_2015,LinkedIn,Technical Interview,2025-02-14 00:00:00,REC_103
662a70b5,CAND_100600,REQ_2015,LinkedIn,Offer Issued,2025-02-27 00:00:00,REC_103
6b4933ab,CAND_100601,REQ_2019,Tesla Careers Site,Applied,2025-04-22 00:00:00,REC_100
3bf65bdb,CAND_100602,REQ_2008,Tesla Careers Site,Applied,2025-04-23 00:00:00,REC_104
0b14d330,CAND_100603,REQ_2031,Tesla Careers Site,Applied,2025-03-24 00:00:00,REC_101
a87dbb27,CAND_100604,REQ_2002,X (Twitter) Sourcing,Applied,2025-01-26 00:00:00,REC_102
06032c4a,CAND_100604,REQ_2002,X (Twitter) Sourcing,Offer Issued,2025-02-01 00:00:00,REC_102
b2ed43a2,CAND_100605,REQ_2035,LinkedIn,Applied,2025-03-06 00:00:00,REC_103
a2648f2b,CAND_100605,REQ_2035,LinkedIn,Phone Screen,2025-03-17 00:00:00,REC_103
0d690746,CAND_100606,REQ_2014,Tesla Careers Site,Applied,2025-06-29 00:00:00,REC_103
9ae179ba,CAND_100607,REQ_2002,Tesla Careers Site,Applied,2025-01-14 00:00:00,REC_104
cd8e0912,CAND_100608,REQ_2043,LinkedIn,Applied,2025-05-29 00:00:00,REC_100
275f9abf,CAND_100609,REQ_2025,Employee Referral,Applied,2025-05-28 00:00:00,REC_101
1bc9e723,CAND_100609,REQ_2025,Employee Referral,Phone Screen,2025-06-10 00:00:00,REC_101
8bb2f89c,CAND_100610,REQ_2009,Tesla Careers Site,Applied,2025-04-23 00:00:00,REC_100
c90f82cf,CAND_100610,REQ_2009,Tesla Careers Site,Phone Screen,2025-05-01 00:00:00,REC_100
a54baf68,CAND_100610,REQ_2009,Tesla Careers Site,Technical Interview,2025-05-16 00:00:00,REC_100
e76c753e,CAND_100610,REQ_2009,Tesla Careers Site,Offer Issued,2025-05-26 00:00:00,REC_100
c85e6965,CAND_100611,REQ_2029,LinkedIn,Applied,2025-06-05 00:00:00,REC_103
2e5a11af,CAND_100612,REQ_2012,Tesla Careers Site,Applied,2025-07-13 00:00:00,REC_104
461f5564,CAND_100612,REQ_2012,Tesla Careers Site,Phone Screen,2025-07-24 00:00:00,REC_104
2bdd7342,CAND_100612,REQ_2012,Tesla Careers Site,Technical Interview,2025-08-07 00:00:00,REC_104
6008f8b5,CAND_100612,REQ_2012,Tesla Careers Site,Offer Issued,2025-08-20 00:00:00,REC_104
80a14cf7,CAND_100612,REQ_2012,Tesla Careers Site,Hired,2025-08-26 00:00:00,REC_104
0d600297,CAND_100613,REQ_2024,Employee Referral,Applied,2025-05-13 00:00:00,REC_102
32d8e31e,CAND_100614,REQ_2032,Employee Referral,Applied,2025-04-28 00:00:00,REC_103
08ab34af,CAND_100615,REQ_2022,LinkedIn,Applied,2025-05-28 00:00:00,REC_100
15847bab,CAND_100615,REQ_2022,LinkedIn,Phone Screen,2025-05-30 00:00:00,REC_100
be06a899,CAND_100615,REQ_2022,LinkedIn,Technical Interview,2025-06-06 00:00:00,REC_100
cc2288d3,CAND_100616,REQ_2006,,Applied,2025-04-08 00:00:00,REC_101
f4a45b44,CAND_100617,REQ_2035,Employee Referral,Applied,2025-03-17 00:00:00,REC_102
31ebebcc,CAND_100618,REQ_2016,X (Twitter) Sourcing,Applied,2025-06-15 00:00:00,REC_101
8016bee5,CAND_100618,REQ_2016,X (Twitter) Sourcing,Phone Screen,2025-06-19 00:00:00,REC_101
e96c7a2c,CAND_100618,REQ_2016,X (Twitter) Sourcing,Technical Interview,2025-06-28 00:00:00,REC_101
32bd783f,CAND_100618,REQ_2016,X (Twitter) Sourcing,Offer Issued,2025-07-02 00:00:00,REC_101
f90a39e4,CAND_100619,REQ_2033,Tesla Careers Site,Applied,2025-03-16 00:00:00,REC_104
2665a53c,CAND_100619,REQ_2033,Tesla Careers Site,Phone Screen,2025-03-22 00:00:00,REC_104
36ba0bd0,CAND_100619,REQ_2033,Tesla Careers Site,Technical Interview,2025-04-02 00:00:00,REC_104
50868621,CAND_100619,REQ_2033,Tesla Careers Site,Offer Issued,2025-04-15 00:00:00,REC_104
a389dd71,CAND_100620,REQ_2039,Tesla Careers Site,Applied,2025-04-29 00:00:00,REC_104
48dfc291,CAND_100620,REQ_2039,Tesla Careers Site,Phone Screen,2025-05-02 00:00:00,REC_104
5cdc48e4,CAND_100620,REQ_2039,Tesla Careers Site,Technical Interview,2025-05-06 00:00:00,REC_104
350bd556,CAND_100621,REQ_2015,LinkedIn,Applied,2025-01-26 00:00:00,REC_100
6f3292e5,CAND_100621,REQ_2015,LinkedIn,Phone Screen,2025-01-30 00:00:00,REC_100
0d4cb9f0,CAND_100621,REQ_2015,LinkedIn,Technical Interview,2025-02-10 00:00:00,REC_100
53721962,CAND_100622,REQ_2019,LinkedIn,Applied,2025-04-09 00:00:00,REC_102
fc84dd02,CAND_100623,REQ_2019,LinkedIn,Applied,2025-04-10 00:00:00,REC_102
a999f9ad,CAND_100624,REQ_2037,X (Twitter) Sourcing,Applied,2025-02-21 00:00:00,REC_103
dc899a7b,CAND_100625,REQ_2019,Tesla Careers Site,Applied,2025-04-17 00:00:00,REC_104
23d1d96b,CAND_100625,REQ_2019,Tesla Careers Site,Phone Screen,2025-04-21 00:00:00,REC_104
ebf04431,CAND_100625,REQ_2019,Tesla Careers Site,Technical Interview,2025-04-26 00:00:00,REC_104
04982645,CAND_100626,REQ_2015,Tesla Careers Site,Applied,2025-01-23 00:00:00,REC_103
4a3e7ae1,CAND_100627,REQ_2040,University Recruiting,Applied,2025-01-24 00:00:00,REC_100
b1372d8a,CAND_100627,REQ_2040,University Recruiting,Phone Screen,2025-01-26 00:00:00,REC_100
77c30e04,CAND_100628,REQ_2030,Tesla Careers Site,Applied,2025-02-13 00:00:00,REC_102
fe0d8bd5,CAND_100629,REQ_2017,Tesla Careers Site,Applied,2025-02-18 00:00:00,REC_100
eb9ecae4,CAND_100630,REQ_2007,LinkedIn,Applied,2025-04-13 00:00:00,REC_104
1e0ec052,CAND_100630,REQ_2007,LinkedIn,Phone Screen,2025-04-18 00:00:00,REC_104
fc412007,CAND_100630,REQ_2007,LinkedIn,Technical Interview,2025-04-22 00:00:00,REC_104
1ac3ea61,CAND_100630,REQ_2007,LinkedIn,Offer Issued,2025-04-25 00:00:00,REC_104
041bd6b2,CAND_100631,REQ_2030,LinkedIn,Applied,2025-02-06 00:00:00,REC_102
22c22fa0,CAND_100631,REQ_2030,LinkedIn,Phone Screen,2025-02-14 00:00:00,REC_102
984b4c8c,CAND_100632,REQ_2009,LinkedIn,Applied,2025-04-22 00:00:00,REC_103
3433178e,CAND_100632,REQ_2009,LinkedIn,Phone Screen,2025-05-03 00:00:00,REC_103
498fa0da,CAND_100633,REQ_2047,LinkedIn,Applied,2025-04-09 00:00:00,REC_102
8df503da,CAND_100634,REQ_2043,Employee Referral,Applied,2025-06-10 00:00:00,REC_101
b9456590,CAND_100635,REQ_2010,Tesla Careers Site,Applied,2025-03-26 00:00:00,REC_103
19814328,CAND_100635,REQ_2010,Tesla Careers Site,Phone Screen,2025-04-03 00:00:00,REC_103
4c43abc0,CAND_100635,REQ_2010,Tesla Careers Site,Technical Interview,2025-04-07 00:00:00,REC_103
2bbbfebe,CAND_100635,REQ_2010,Tesla Careers Site,Offer Issued,2025-04-20 00:00:00,REC_103
55e2619a,CAND_100636,REQ_2007,X (Twitter) Sourcing,Applied,2025-04-10 00:00:00,REC_102
c0f2d36d,CAND_100636,REQ_2007,X (Twitter) Sourcing,Phone Screen,2025-04-17 00:00:00,REC_102
fbf35b24,CAND_100637,REQ_2007,Employee Referral,Applied,2025-04-24 00:00:00,REC_101
ef669ad6,CAND_100638,REQ_2017,Tesla Careers Site,Applied,2025-02-19 00:00:00,REC_100
c03dc600,CAND_100638,REQ_2017,Tesla Careers Site,Phone Screen,2025-02-24 00:00:00,REC_100
66bda762,CAND_100639,REQ_2038,Tesla Careers Site,Applied,2025-02-07 00:00:00,REC_104
4bfabea4,CAND_100640,REQ_2037,Employee Referral,Applied,2025-02-20 00:00:00,REC_103
538fb6d9,CAND_100641,REQ_2036,X (Twitter) Sourcing,Applied,2025-03-27 00:00:00,REC_104
59de5ad1,CAND_100641,REQ_2036,X (Twitter) Sourcing,Phone Screen,2025-04-05 00:00:00,REC_104
04ca87fe,CAND_100642,REQ_2042,LinkedIn,Applied,2025-03-07 00:00:00,REC_103
13975af0,CAND_100642,REQ_2042,LinkedIn,Phone Screen,2025-03-19 00:00:00,REC_103
8cd59aaa,CAND_100642,REQ_2042,LinkedIn,Technical Interview,2025-03-31 00:00:00,REC_103
b8f01b7c,CAND_100643,REQ_2013,LinkedIn,Applied,2025-05-27 00:00:00,REC_101
c73bffb8,CAND_100643,REQ_2013,LinkedIn,Phone Screen,2025-06-06 00:00:00,REC_101
36b89617,CAND_100643,REQ_2013,LinkedIn,Technical Interview,2025-06-12 00:00:00,REC_101
b9b9beb7,CAND_100644,REQ_2040,LinkedIn,Applied,2025-02-03 00:00:00,REC_104
4f2ce453,CAND_100645,REQ_2036,LinkedIn,Applied,2025-03-14 00:00:00,REC_103
d712ad06,CAND_100645,REQ_2036,LinkedIn,Phone Screen,2025-03-22 00:00:00,REC_103
68249151,CAND_100646,REQ_2040,University Recruiting,Applied,2025-01-24 00:00:00,REC_102
8dbc5ba2,CAND_100647,REQ_2032,LinkedIn,Applied,2025-05-01 00:00:00,REC_102
a8671aae,CAND_100648,REQ_2042,Employee Referral,Applied,2025-03-11 00:00:00,REC_103
7aba071e,CAND_100649,REQ_2015,X (Twitter) Sourcing,Applied,2025-01-14 00:00:00,REC_103
8fd27cee,CAND_100650,REQ_2044,LinkedIn,Applied,2025-02-23 00:00:00,REC_103
55747d41,CAND_100651,REQ_2024,University Recruiting,Applied,2025-05-09 00:00:00,REC_104
b2321f27,CAND_100651,REQ_2024,University Recruiting,Phone Screen,2025-05-17 00:00:00,REC_104
8d4eaec7,CAND_100652,REQ_2043,LinkedIn,Applied,2025-06-04 00:00:00,REC_101
cbb86b88,CAND_100652,REQ_2043,LinkedIn,Phone Screen,2025-06-15 00:00:00,REC_101
4152a93b,CAND_100652,REQ_2043,LinkedIn,Technical Interview,2025-06-22 00:00:00,REC_101
01980146,CAND_100653,REQ_2044,LinkedIn,Applied,2025-02-17 00:00:00,REC_100
f5e282c7,CAND_100653,REQ_2044,LinkedIn,Phone Screen,2025-02-21 00:00:00,REC_100
98f9cd59,CAND_100654,REQ_2020,Tesla Careers Site,Applied,2025-02-14 00:00:00,REC_104
8f704299,CAND_100654,REQ_2020,Tesla Careers Site,Phone Screen,2025-02-17 00:00:00,REC_104
31113ee8,CAND_100655,REQ_2008,LinkedIn,Applied,2025-04-24 00:00:00,REC_100
668dc5ca,CAND_100656,REQ_2014,Employee Referral,Applied,2025-06-28 00:00:00,REC_100
62c96381,CAND_100656,REQ_2014,Employee Referral,Phone Screen,2025-07-12 00:00:00,REC_100
f3bc81e0,CAND_100657,REQ_2045,,Applied,2025-01-23 00:00:00,REC_101
b5209f79,CAND_100657,REQ_2045,,Phone Screen,2025-02-04 00:00:00,REC_101
150ae86f,CAND_100657,REQ_2045,,Technical Interview,2025-02-13 00:00:00,REC_101
5b764c2e,CAND_100658,REQ_2035,Tesla Careers Site,Applied,2025-03-14 00:00:00,REC_104
4de32681,CAND_100659,REQ_2022,Employee Referral,Applied,2025-05-24 00:00:00,REC_102
709dd7c4,CAND_100659,REQ_2022,Employee Referral,Offer Issued,2025-06-04 00:00:00,REC_102
198b976f,CAND_100660,REQ_2023,LinkedIn,Applied,2025-07-13 00:00:00,REC_104
d816b611,CAND_100660,REQ_2023,LinkedIn,Phone Screen,2025-07-18 00:00:00,REC_104
ab65921b,CAND_100660,REQ_2023,LinkedIn,Technical Interview,2025-07-27 00:00:00,REC_104
4f5e4f70,CAND_100661,REQ_2013,LinkedIn,Applied,2025-06-03 00:00:00,REC_104
26049a9d,CAND_100661,REQ_2013,LinkedIn,Phone Screen,2025-06-07 00:00:00,REC_104
a435f400,CAND_100661,REQ_2013,LinkedIn,Technical Interview,2025-06-22 00:00:00,REC_104
ae68a386,CAND_100661,REQ_2013,LinkedIn,Offer Issued,2025-07-01 00:00:00,REC_104
d5d4948f,CAND_100661,REQ_2013,LinkedIn,Hired,2025-07-15 00:00:00,REC_104
e7da47b8,CAND_100662,REQ_2003,X (Twitter) Sourcing,Applied,2025-06-14 00:00:00,REC_103
8ca19af9,CAND_100663,REQ_2031,LinkedIn,Applied,2025-03-21 00:00:00,REC_102
c632a8ac,CAND_100663,REQ_2031,LinkedIn,Phone Screen,2025-04-03 00:00:00,REC_102
36174c87,CAND_100664,REQ_2002,X (Twitter) Sourcing,Applied,2025-01-31 00:00:00,REC_104
c160c90c,CAND_100664,REQ_2002,X (Twitter) Sourcing,Phone Screen,2025-02-08 00:00:00,REC_104
bf475c54,CAND_100665,REQ_2017,LinkedIn,Applied,2025-02-25 00:00:00,REC_103
3ae3bef7,CAND_100665,REQ_2017,LinkedIn,Phone Screen,2025-03-09 00:00:00,REC_103
d74c8459,CAND_100666,REQ_2020,LinkedIn,Applied,2025-02-06 00:00:00,REC_103
bb4b8f81,CAND_100667,REQ_2047,LinkedIn,Applied,2025-03-26 00:00:00,REC_104
e354c345,CAND_100667,REQ_2047,LinkedIn,Phone Screen,2025-04-05 00:00:00,REC_104
3c806247,CAND_100667,REQ_2047,LinkedIn,Technical Interview,2025-04-12 00:00:00,REC_104
13317f3c,CAND_100668,REQ_2031,Tesla Careers Site,Applied,2025-03-14 00:00:00,REC_101
018aa69a,CAND_100669,REQ_2000,Tesla Careers Site,Applied,2025-06-19 00:00:00,REC_102
fa4487e4,CAND_100670,REQ_2009,X (Twitter) Sourcing,Applied,2025-04-13 00:00:00,REC_101
17427de0,CAND_100671,REQ_2022,Tesla Careers Site,Applied,2025-05-27 00:00:00,REC_104
4abbc901,CAND_100671,REQ_2022,Tesla Careers Site,Phone Screen,2025-06-08 00:00:00,REC_104
b90de9e7,CAND_100672,REQ_2037,X (Twitter) Sourcing,Applied,2025-02-24 00:00:00,REC_103
c3ae24bb,CAND_100672,REQ_2037,X (Twitter) Sourcing,Phone Screen,2025-03-03 00:00:00,REC_103
8f4d217c,CAND_100673,REQ_2020,LinkedIn,Applied,2025-02-20 00:00:00,REC_100
bb5a15e9,CAND_100674,REQ_2035,LinkedIn,Applied,2025-03-13 00:00:00,REC_103
9354c359,CAND_100674,REQ_2035,LinkedIn,Phone Screen,2025-03-16 00:00:00,REC_103
db2cc86d,CAND_100675,REQ_2026,LinkedIn,Applied,2025-06-24 00:00:00,REC_103
67086c12,CAND_100675,REQ_2026,LinkedIn,Phone Screen,2025-06-27 00:00:00,REC_103
ffeebc92,CAND_100675,REQ_2026,LinkedIn,Technical Interview,2025-07-08 00:00:00,REC_103
91c246af,CAND_100676,REQ_2028,,Applied,2025-02-05 00:00:00,REC_103
b53d5e9b,CAND_100676,REQ_2028,,Phone Screen,2025-02-09 00:00:00,REC_103
3e506802,CAND_100676,REQ_2028,,Technical Interview,2025-02-22 00:00:00,REC_103
e23cb449,CAND_100676,REQ_2028,,Offer Issued,2025-03-01 00:00:00,REC_103
bfd406f4,CAND_100677,REQ_2007,,Applied,2025-04-20 00:00:00,REC_104
6b6322ef,CAND_100677,REQ_2007,,Phone Screen,2025-05-04 00:00:00,REC_104
3596cd44,CAND_100678,REQ_2026,University Recruiting,Applied,2025-06-22 00:00:00,REC_100
e2f62ee0,CAND_100678,REQ_2026,University Recruiting,Phone Screen,2025-06-29 00:00:00,REC_100
4cd20588,CAND_100679,REQ_2038,Tesla Careers Site,Applied,2025-02-03 00:00:00,REC_103
d435de98,CAND_100680,REQ_2019,LinkedIn,Applied,2025-04-15 00:00:00,REC_103
958e1aea,CAND_100681,REQ_2012,Tesla Careers Site,Applied,2025-07-06 00:00:00,REC_102
b5d0a27d,CAND_100681,REQ_2012,Tesla Careers Site,Phone Screen,2025-07-19 00:00:00,REC_102
9febc349,CAND_100682,REQ_2029,LinkedIn,Applied,2025-06-19 00:00:00,REC_100
02aaa4d1,CAND_100683,REQ_2007,Employee Referral,Applied,2025-04-14 00:00:00,REC_102
a3faf9cd,CAND_100683,REQ_2007,Employee Referral,Offer Issued,2025-04-16 00:00:00,REC_102
9add0036,CAND_100684,REQ_2049,LinkedIn,Applied,2025-03-06 00:00:00,REC_100
96c53e93,CAND_100684,REQ_2049,LinkedIn,Phone Screen,2025-03-16 00:00:00,REC_100
748a7ebb,CAND_100685,REQ_2013,LinkedIn,Applied,2025-05-31 00:00:00,REC_104
f15fa404,CAND_100685,REQ_2013,LinkedIn,Phone Screen,2025-06-02 00:00:00,REC_104
e6715878,CAND_100686,REQ_2031,,Applied,2025-03-25 00:00:00,REC_101
ce46b574,CAND_100686,REQ_2031,,Phone Screen,2025-03-29 00:00:00,REC_101
057d64b6,CAND_100686,REQ_2031,,Technical Interview,2025-04-13 00:00:00,REC_101
16eafcf4,CAND_100687,REQ_2040,Tesla Careers Site,Applied,2025-02-03 00:00:00,REC_100
57974ef8,CAND_100688,REQ_2027,LinkedIn,Applied,2025-06-09 00:00:00,REC_103
7407412d,CAND_100688,REQ_2027,LinkedIn,Phone Screen,2025-06-14 00:00:00,REC_103
4a84a1b3,CAND_100689,REQ_2030,Tesla Careers Site,Applied,2025-02-20 00:00:00,REC_104
7031776f,CAND_100690,REQ_2015,LinkedIn,Applied,2025-01-22 00:00:00,REC_101
70ae0b89,CAND_100691,REQ_2032,,Applied,2025-04-27 00:00:00,REC_101
5c56afdc,CAND_100692,REQ_2023,Tesla Careers Site,Applied,2025-07-14 00:00:00,REC_102
b61e432f,CAND_100692,REQ_2023,Tesla Careers Site,Phone Screen,2025-07-20 00:00:00,REC_102
9c03a413,CAND_100693,REQ_2018,Employee Referral,Applied,2025-05-30 00:00:00,REC_103
94c4778b,CAND_100693,REQ_2018,Employee Referral,Phone Screen,2025-06-02 00:00:00,REC_103
52c968c8,CAND_100694,REQ_2049,Tesla Careers Site,Applied,2025-02-17 00:00:00,REC_102
cb2c9424,CAND_100695,REQ_2049,Tesla Careers Site,Applied,2025-02-28 00:00:00,REC_104
0e74ab71,CAND_100696,REQ_2027,LinkedIn,Applied,2025-05-22 00:00:00,REC_103
ee519e65,CAND_100697,REQ_2034,Employee Referral,Applied,2025-03-18 00:00:00,REC_102
ada7cd23,CAND_100698,REQ_2030,LinkedIn,Applied,2025-02-13 00:00:00,REC_100
652f3f84,CAND_100698,REQ_2030,LinkedIn,Phone Screen,2025-02-21 00:00:00,REC_100
52dbb30e,CAND_100698,REQ_2030,LinkedIn,Technical Interview,2025-02-26 00:00:00,REC_100
ce40d889,CAND_100699,REQ_2038,Tesla Careers Site,Applied,2025-02-13 00:00:00,REC_102
85c6a36c,CAND_100700,REQ_2000,LinkedIn,Applied,2025-06-25 00:00:00,REC_101
8410d160,CAND_100700,REQ_2000,LinkedIn,Phone Screen,2025-07-04 00:00:00,REC_101
12ac1531,CAND_100700,REQ_2000,LinkedIn,Technical Interview,2025-07-08 00:00:00,REC_101
14304202,CAND_100700,REQ_2000,LinkedIn,Offer Issued,2025-07-16 00:00:00,REC_101
f54f5afe,CAND_100701,REQ_2038,LinkedIn,Applied,2025-02-12 00:00:00,REC_103
e263b35a,CAND_100702,REQ_2024,Tesla Careers Site,Applied,2025-05-05 00:00:00,REC_102
2316c068,CAND_100703,REQ_2007,University Recruiting,Applied,2025-04-19 00:00:00,REC_104
1c97a76b,CAND_100703,REQ_2007,University Recruiting,Phone Screen,2025-05-04 00:00:00,REC_104
be58197b,CAND_100703,REQ_2007,University Recruiting,Technical Interview,2025-05-09 00:00:00,REC_104
37b1189b,CAND_100703,REQ_2007,University Recruiting,Offer Issued,2025-05-12 00:00:00,REC_104
b3772023,CAND_100704,REQ_2006,Employee Referral,Applied,2025-04-09 00:00:00,REC_104
587b65b8,CAND_100704,REQ_2006,Employee Referral,Phone Screen,2025-04-22 00:00:00,REC_104
378496ae,CAND_100705,REQ_2013,Employee Referral,Applied,2025-05-25 00:00:00,REC_101
f02fc2b7,CAND_100705,REQ_2013,Employee Referral,Phone Screen,2025-06-05 00:00:00,REC_101
22c3061d,CAND_100705,REQ_2013,Employee Referral,Technical Interview,2025-06-07 00:00:00,REC_101
8a942ccf,CAND_100705,REQ_2013,Employee Referral,Offer Issued,2025-06-15 00:00:00,REC_101
16f4feca,CAND_100706,REQ_2004,X (Twitter) Sourcing,Applied,2025-05-06 00:00:00,REC_100
cf5534b9,CAND_100707,REQ_2037,University Recruiting,Applied,2025-02-20 00:00:00,REC_100
0768e75f,CAND_100707,REQ_2037,University Recruiting,Phone Screen,2025-02-25 00:00:00,REC_100
b20af6c6,CAND_100707,REQ_2037,University Recruiting,Technical Interview,2025-03-01 00:00:00,REC_100
00ddb0b3,CAND_100708,REQ_2031,LinkedIn,Applied,2025-03-26 00:00:00,REC_101
891fa9ae,CAND_100708,REQ_2031,LinkedIn,Phone Screen,2025-04-10 00:00:00,REC_101
064062a4,CAND_100709,REQ_2005,,Applied,2025-07-15 00:00:00,REC_104
af775101,CAND_100709,REQ_2005,,Phone Screen,2025-07-30 00:00:00,REC_104
12d8e01c,CAND_100709,REQ_2005,,Technical Interview,2025-08-06 00:00:00,REC_104
6773590e,CAND_100709,REQ_2005,,Offer Issued,2025-08-18 00:00:00,REC_104
6f6e0abe,CAND_100710,REQ_2026,Employee Referral,Applied,2025-07-03 00:00:00,REC_100
0de4b59e,CAND_100710,REQ_2026,Employee Referral,Phone Screen,2025-07-09 00:00:00,REC_100
1cfe271d,CAND_100711,REQ_2000,Tesla Careers Site,Applied,2025-06-17 00:00:00,REC_104
2cb5379e,CAND_100711,REQ_2000,Tesla Careers Site,Phone Screen,2025-06-27 00:00:00,REC_104
6667af1d,CAND_100712,REQ_2007,X (Twitter) Sourcing,Applied,2025-04-12 00:00:00,REC_102
f99bfa26,CAND_100712,REQ_2007,X (Twitter) Sourcing,Phone Screen,2025-04-16 00:00:00,REC_102
0601fd19,CAND_100713,REQ_2020,Tesla Careers Site,Applied,2025-02-04 00:00:00,REC_100
e5c464b3,CAND_100713,REQ_2020,Tesla Careers Site,Phone Screen,2025-02-16 00:00:00,REC_100
1db419e5,CAND_100713,REQ_2020,Tesla Careers Site,Technical Interview,2025-02-25 00:00:00,REC_100
e30ca55a,CAND_100713,REQ_2020,Tesla Careers Site,Offer Issued,2025-03-10 00:00:00,REC_100
3ee05aa3,CAND_100713,REQ_2020,Tesla Careers Site,Hired,2025-03-24 00:00:00,REC_100
52c37b2a,CAND_100714,REQ_2028,Tesla Careers Site,Applied,2025-02-16 00:00:00,REC_101
46e2666a,CAND_100715,REQ_2043,Employee Referral,Applied,2025-06-07 00:00:00,REC_100
c0a26bfc,CAND_100715,REQ_2043,Employee Referral,Phone Screen,2025-06-20 00:00:00,REC_100
e67f1a15,CAND_100716,REQ_2048,Employee Referral,Applied,2025-02-04 00:00:00,REC_104
221ed4f9,CAND_100716,REQ_2048,Employee Referral,Phone Screen,2025-02-07 00:00:00,REC_104
afbc7d14,CAND_100716,REQ_2048,Employee Referral,Technical Interview,2025-02-12 00:00:00,REC_104
92140624,CAND_100717,REQ_2049,University Recruiting,Applied,2025-02-16 00:00:00,REC_103
fa7a4dbd,CAND_100718,REQ_2037,LinkedIn,Applied,2025-02-13 00:00:00,REC_100
9896b266,CAND_100718,REQ_2037,LinkedIn,Phone Screen,2025-02-21 00:00:00,REC_100
658a830c,CAND_100719,REQ_2016,X (Twitter) Sourcing,Applied,2025-06-08 00:00:00,REC_104
c7a2e91b,CAND_100720,REQ_2000,LinkedIn,Applied,2025-06-29 00:00:00,REC_100
94ba0e3b,CAND_100720,REQ_2000,LinkedIn,Phone Screen,2025-07-11 00:00:00,REC_100
02a23627,CAND_100721,REQ_2017,Tesla Careers Site,Applied,2025-02-21 00:00:00,REC_102
5554e1ec,CAND_100721,REQ_2017,Tesla Careers Site,Phone Screen,2025-03-04 00:00:00,REC_102
13393416,CAND_100721,REQ_2017,Tesla Careers Site,Technical Interview,2025-03-08 00:00:00,REC_102
4c71f686,CAND_100722,REQ_2014,University Recruiting,Applied,2025-07-06 00:00:00,REC_102
6d9646b3,CAND_100723,REQ_2014,LinkedIn,Applied,2025-06-29 00:00:00,REC_102
ee8a82fd,CAND_100723,REQ_2014,LinkedIn,Phone Screen,2025-07-03 00:00:00,REC_102
bf668f96,CAND_100723,REQ_2014,LinkedIn,Technical Interview,2025-07-07 00:00:00,REC_102
f7a4422f,CAND_100723,REQ_2014,LinkedIn,Offer Issued,2025-07-22 00:00:00,REC_102
6d3305b6,CAND_100724,REQ_2033,Tesla Careers Site,Applied,2025-03-12 00:00:00,REC_101
b860b1ed,CAND_100724,REQ_2033,Tesla Careers Site,Phone Screen,2025-03-16 00:00:00,REC_101
f58ccdbe,CAND_100725,REQ_2036,LinkedIn,Applied,2025-03-09 00:00:00,REC_100
70bce17b,CAND_100726,REQ_2034,Employee Referral,Applied,2025-03-15 00:00:00,REC_100
89801e2d,CAND_100726,REQ_2034,Employee Referral,Phone Screen,2025-03-19 00:00:00,REC_100
aad3ab27,CAND_100726,REQ_2034,Employee Referral,Technical Interview,2025-03-21 00:00:00,REC_100
8957eaa5,CAND_100727,REQ_2013,X (Twitter) Sourcing,Applied,2025-06-05 00:00:00,REC_104
26e0e19a,CAND_100727,REQ_2013,X (Twitter) Sourcing,Phone Screen,2025-06-16 00:00:00,REC_104
b977276a,CAND_100728,REQ_2018,Tesla Careers Site,Applied,2025-05-26 00:00:00,REC_104
4d782a5f,CAND_100728,REQ_2018,Tesla Careers Site,Phone Screen,2025-05-30 00:00:00,REC_104
f5f682e4,CAND_100729,REQ_2025,Tesla Careers Site,Applied,2025-05-15 00:00:00,REC_100
b1dbd914,CAND_100730,REQ_2018,Tesla Careers Site,Applied,2025-06-07 00:00:00,REC_101
69235961,CAND_100731,REQ_2003,Employee Referral,Applied,2025-06-14 00:00:00,REC_100
0858150a,CAND_100732,REQ_2001,X (Twitter) Sourcing,Applied,2025-02-18 00:00:00,REC_102
d637d92b,CAND_100733,REQ_2039,LinkedIn,Applied,2025-05-01 00:00:00,REC_102
07aff9b7,CAND_100734,REQ_2004,X (Twitter) Sourcing,Applied,2025-05-10 00:00:00,REC_103
d8d26bca,CAND_100734,REQ_2004,X (Twitter) Sourcing,Phone Screen,2025-05-21 00:00:00,REC_103
871bcac8,CAND_100734,REQ_2004,X (Twitter) Sourcing,Technical Interview,2025-06-01 00:00:00,REC_103
9fc0d6ee,CAND_100735,REQ_2046,LinkedIn,Applied,2025-05-17 00:00:00,REC_101
7eeb891e,CAND_100735,REQ_2046,LinkedIn,Phone Screen,2025-05-31 00:00:00,REC_101
377417cc,CAND_100735,REQ_2046,LinkedIn,Technical Interview,2025-06-08 00:00:00,REC_101
